System Time,RDTSC,Elapsed Time (sec), CPU Utilization,CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
20:33:31:452,3.05E+14,48.502,13,3700,15.735,607.027,168.619,14.276,538.717,149.644,89,0,0.17,10.657,2.96,0.004,2.952,0.82,51,51,71,0,0,1,0
20:33:31:561,3.05E+14,48.611,12,3700,15.434,608.713,169.087,13.979,540.244,150.068,94,0,0.166,10.675,2.965,0.003,2.952,0.82,51,51,71,0,0,1,0
20:33:31:671,3.05E+14,48.72,12,3700,15.011,610.354,169.543,13.754,541.747,150.485,86,0,0.164,10.693,2.97,0.003,2.952,0.82,51,51,71,0,0,1,0
20:33:31:781,3.05E+14,48.831,13,3600,15.397,612.052,170.015,13.839,543.274,150.909,97,0,0.173,10.712,2.976,0.005,2.953,0.82,51,51,71,0,0,1,0
20:33:31:890,3.05E+14,48.94,17,3700,16.811,613.89,170.525,15.561,544.975,151.382,95,0,0.222,10.737,2.982,0.027,2.956,0.821,51,51,71,0,0,4,0.511
20:33:32:000,3.05E+14,49.049,13,3700,15.346,615.568,170.991,14.112,546.518,151.811,94,0,0.174,10.756,2.988,0.007,2.957,0.821,51,51,71,0,0,120,0
20:33:32:109,3.05E+14,49.159,13,3700,15.833,617.3,171.472,14.488,548.103,152.251,92,0,0.182,10.776,2.993,0.006,2.957,0.821,51,51,71,0,0,1,0
20:33:32:217,3.05E+14,49.267,12,3700,15.005,618.926,171.924,13.779,549.596,152.665,92,0,0.159,10.793,2.998,0.008,2.958,0.822,51,51,71,0,0,1,0
20:33:32:326,3.05E+14,49.376,12,3700,15.177,620.582,172.384,13.924,551.115,153.088,91,0,0.165,10.811,3.003,0.003,2.959,0.822,51,51,71,0,0,1,0
20:33:32:437,3.05E+14,49.486,12,3700,14.835,622.214,172.837,13.578,552.609,153.502,91,0,0.15,10.828,3.008,0.006,2.959,0.822,51,51,71,0,0,1,0
20:33:32:546,3.05E+14,49.596,17,3700,17.357,624.111,173.364,16.11,554.369,153.991,91,0,0.239,10.854,3.015,0.006,2.96,0.822,51,51,71,0,0,1,0
20:33:32:657,3.05E+14,49.707,24,3700,22.417,626.606,174.057,21.037,556.711,154.642,89,0,0.366,10.894,3.026,0.006,2.961,0.822,51,51,71,0,0,1,0
20:33:32:766,3.05E+14,49.816,25,3700,22.208,629.031,174.731,20.937,558.997,155.277,99,0,0.39,10.937,3.038,0.008,2.961,0.823,51,51,71,0,0,1,0
20:33:32:876,3.05E+14,49.925,30,3500,20.633,631.287,175.357,19.063,561.081,155.856,97,0,0.476,10.989,3.052,0.033,2.965,0.824,51,51,71,0,0,3,0.44
20:33:32:985,3.05E+14,50.035,16,3800,17.414,633.19,175.886,16.003,562.83,156.342,94,0,0.243,11.016,3.06,0.004,2.965,0.824,51,51,71,0,0,126,0
20:33:33:095,3.05E+14,50.145,12,3600,15.103,634.854,176.348,13.862,564.358,156.766,98,0,0.158,11.033,3.065,0.004,2.966,0.824,51,51,71,0,0,1,0
20:33:33:204,3.05E+14,50.254,13,3700,15.399,636.53,176.814,14.087,565.891,157.192,97,0,0.169,11.051,3.07,0.006,2.966,0.824,51,51,71,0,0,1,0
20:33:33:312,3.05E+14,50.362,14,3700,16.046,638.264,177.296,14.806,567.491,157.636,94,0,0.168,11.07,3.075,0.008,2.967,0.824,51,51,71,0,0,0,0
20:33:33:421,3.05E+14,50.471,10,1400,8.899,639.233,177.565,7.074,568.261,157.85,71,0,0.529,11.127,3.091,0.066,2.975,0.826,51,51,71,0,0,16,2.52
20:33:33:530,3.05E+14,50.58,10,900,1.837,639.433,177.62,0.552,568.321,157.867,69,0,0.3,11.16,3.1,0.007,2.975,0.826,51,51,71,0,0,21,0
20:33:33:639,3.05E+14,50.689,9,800,2.622,639.719,177.7,0.995,568.43,157.897,68,0,0.278,11.19,3.108,0.089,2.985,0.829,51,51,71,0,0,28,0
20:33:33:749,3.05E+14,50.799,8,3000,4.627,640.23,177.842,3.208,568.783,157.995,68,0,0.279,11.221,3.117,0.105,2.997,0.832,51,51,71,0,0,83,0
20:33:33:858,3.05E+14,50.908,49,3700,22.176,642.642,178.512,19.997,570.958,158.6,83,0,0.793,11.307,3.141,0.236,3.022,0.84,51,51,71,0,0,4,0.578
20:33:33:967,3.05E+14,51.017,51,3700,28.285,645.731,179.37,26.101,573.809,159.391,90,0,0.9,11.406,3.168,0.235,3.048,0.847,51,51,71,0,0,170,0
20:33:34:076,3.05E+14,51.126,55,3700,29.68,648.962,180.267,27.771,576.832,160.231,92,0,0.932,11.507,3.196,0.244,3.075,0.854,51,51,71,0,0,1,0
20:33:34:185,3.05E+14,51.235,66,2500,26.713,651.879,181.078,24.473,579.505,160.974,79,0,0.866,11.602,3.223,0.258,3.103,0.862,51,51,71,0,0,0,0
20:33:34:296,3.05E+14,51.345,59,3700,28.903,655.062,181.962,26.9,582.467,161.796,93,0,0.991,11.711,3.253,0.255,3.131,0.87,51,51,71,0,0,1,0
20:33:34:403,3.05E+14,51.453,49,1000,15.133,656.696,182.415,13.189,583.891,162.192,75,0,0.696,11.786,3.274,0.11,3.143,0.873,51,51,71,0,0,21,0.685
20:33:34:512,3.05E+14,51.562,57,3700,21.44,659.027,183.063,19.756,586.04,162.789,89,0,0.813,11.874,3.298,0.072,3.151,0.875,51,51,71,0,0,97,0
20:33:34:621,3.05E+14,51.671,19,900,7.641,659.863,183.295,5.604,586.652,162.959,72,0,0.521,11.931,3.314,0.004,3.151,0.875,51,51,71,0,0,11,0
20:33:34:746,3.05E+14,51.796,7,2000,5.522,660.548,183.486,3.513,587.089,163.08,71,0,0.404,11.981,3.328,0.081,3.161,0.878,51,51,71,0,0,1,0
20:33:34:871,3.05E+14,51.92,16,3700,6.181,661.321,183.7,4.104,587.601,163.223,71,0,0.354,12.026,3.34,0.25,3.192,0.887,51,51,71,0,0,9,1.144
20:33:34:996,3.05E+14,52.046,3,900,2.863,661.679,183.8,1.167,587.747,163.263,68,0,0.173,12.047,3.346,0.233,3.221,0.895,51,51,71,0,0,19,0
20:33:35:121,3.05E+14,52.171,4,900,2.519,661.994,183.887,0.976,587.869,163.297,68,0,0.173,12.069,3.352,0.283,3.257,0.905,51,51,71,0,0,8,0
20:33:35:245,3.05E+14,52.294,8,3100,4.31,662.528,184.036,2.787,588.215,163.393,68,0,0.23,12.097,3.36,0.247,3.287,0.913,51,51,71,0,0,145,0
20:33:35:354,3.05E+14,52.403,6,3700,3.031,662.858,184.127,1.525,588.381,163.439,74,0,0.176,12.117,3.366,0.236,3.313,0.92,51,51,71,0,0,0,0
20:33:35:449,3.05E+14,52.499,8,900,5.955,663.425,184.285,3.988,588.76,163.544,68,0,0.17,12.133,3.37,0.235,3.336,0.927,51,51,71,0,0,26,0
20:33:35:560,3.05E+14,52.61,6,3800,7.828,664.296,184.527,5.81,589.407,163.724,69,0,0.436,12.181,3.384,0.295,3.368,0.936,51,51,71,0,0,156,0
20:33:35:670,3.05E+14,52.719,4,900,2.817,664.605,184.612,1.325,589.552,163.764,67,0,0.168,12.2,3.389,0.239,3.395,0.943,51,51,71,0,0,13,0
20:33:35:781,3.05E+14,52.83,2,3600,3.075,664.946,184.707,1.527,589.722,163.812,67,0,0.173,12.219,3.394,0.299,3.428,0.952,51,51,71,0,0,97,0
20:33:35:891,3.05E+14,52.941,9,3700,4.303,665.421,184.839,2.739,590.024,163.896,67,0,0.258,12.247,3.402,0.256,3.456,0.96,51,51,71,0,0,5,0.595
20:33:36:002,3.05E+14,53.052,5,900,2.78,665.729,184.925,1.114,590.148,163.93,67,0,0.171,12.266,3.407,0.241,3.483,0.967,51,51,71,0,0,20,0
20:33:36:112,3.05E+14,53.162,6,900,2.33,665.986,184.996,0.745,590.23,163.953,67,0,0.154,12.283,3.412,0.291,3.515,0.976,51,51,71,0,0,22,0
20:33:36:223,3.05E+14,53.272,3,900,2.622,666.276,185.077,1.085,590.349,163.986,66,0,0.171,12.302,3.417,0.288,3.547,0.985,51,51,71,0,0,10,0
20:33:36:333,3.05E+14,53.383,5,900,2.744,666.58,185.161,1.245,590.488,164.024,66,0,0.158,12.32,3.422,0.256,3.575,0.993,51,51,71,0,0,24,0
20:33:36:443,3.05E+14,53.493,4,900,2.639,666.87,185.242,1.086,590.607,164.058,66,0,0.164,12.338,3.427,0.3,3.608,1.002,51,51,71,0,0,28,0
20:33:36:553,3.05E+14,53.603,2,2000,3.381,667.242,185.345,1.821,590.807,164.113,66,0,0.175,12.357,3.433,0.302,3.641,1.011,51,51,71,0,0,1,0
20:33:36:662,3.05E+14,53.712,4,900,2.043,667.465,185.407,0.571,590.87,164.13,66,0,0.153,12.374,3.437,0.242,3.668,1.019,51,51,71,0,0,8,0
20:33:36:772,3.05E+14,53.822,2,3800,3.363,667.835,185.51,1.859,591.074,164.187,66,0,0.189,12.395,3.443,0.254,3.696,1.027,51,51,71,0,0,158,0
20:33:36:882,3.05E+14,53.932,9,3700,5.492,668.437,185.677,3.8,591.49,164.303,68,0,0.235,12.42,3.45,0.26,3.724,1.034,51,51,71,0,0,5,0.63
20:33:36:993,3.05E+14,54.042,6,900,2.701,668.735,185.76,1.173,591.62,164.339,66,0,0.162,12.438,3.455,0.242,3.751,1.042,51,51,71,0,0,23,0
20:33:37:102,3.05E+14,54.152,2,900,2.752,669.038,185.844,1.192,591.751,164.375,66,0,0.169,12.457,3.46,0.308,3.785,1.051,51,51,71,0,0,9,0
20:33:37:212,3.05E+14,54.262,4,900,2.78,669.342,185.928,1.272,591.89,164.414,66,0,0.171,12.475,3.465,0.259,3.813,1.059,51,51,71,0,0,8,0
20:33:37:322,3.05E+14,54.372,3,900,2.861,669.659,186.016,1.377,592.043,164.456,66,0,0.16,12.493,3.47,0.253,3.841,1.067,51,51,71,0,0,8,0
20:33:37:418,3.05E+14,54.468,6,3700,5.538,670.187,186.163,4.023,592.426,164.563,73,0,0.174,12.51,3.475,0.265,3.866,1.074,51,51,71,0,0,134,0
20:33:37:528,3.05E+14,54.577,6,900,3.284,670.547,186.263,1.786,592.622,164.617,66,0,0.166,12.528,3.48,0.244,3.893,1.081,51,51,71,0,0,14,0
20:33:37:637,3.05E+14,54.686,4,900,2.797,670.852,186.348,1.066,592.738,164.65,66,0,0.161,12.546,3.485,0.308,3.927,1.091,51,51,71,0,0,30,0
20:33:37:746,3.05E+14,54.796,5,3500,2.973,671.176,186.438,1.411,592.893,164.692,66,0,0.186,12.566,3.491,0.31,3.961,1.1,51,51,71,0,0,98,0
20:33:37:856,3.05E+14,54.906,13,3900,4.695,671.693,186.581,3.158,593.24,164.789,71,0,0.226,12.591,3.497,0.257,3.989,1.108,51,51,71,0,0,4,0.603
20:33:37:967,3.05E+14,55.017,1,1200,3.278,672.058,186.683,1.796,593.44,164.845,66,0,0.186,12.611,3.503,0.247,4.016,1.116,51,51,71,0,0,3,0.276
20:33:38:075,3.05E+14,55.125,4,900,2.142,672.29,186.747,0.634,593.509,164.864,65,0,0.159,12.629,3.508,0.248,4.043,1.123,51,51,71,0,0,9,0
20:33:38:186,3.05E+14,55.236,5,3500,7.282,673.098,186.972,5.767,594.148,165.041,67,0,0.256,12.657,3.516,0.257,4.072,1.131,51,51,71,0,0,154,0
20:33:38:298,3.05E+14,55.348,15,900,3.315,673.467,187.074,1.604,594.327,165.091,66,0,0.273,12.687,3.524,0.238,4.098,1.138,51,51,71,0,0,6,0
20:33:38:406,3.05E+14,55.456,7,900,3.373,673.833,187.176,1.822,594.525,165.146,66,0,0.22,12.711,3.531,0.277,4.128,1.147,51,51,71,0,0,23,0
20:33:38:515,3.05E+14,55.565,13,3700,9.799,674.901,187.473,8.253,595.425,165.396,73,0,0.224,12.736,3.538,0.293,4.16,1.156,51,51,71,0,0,91,0
20:33:38:626,3.05E+14,55.675,5,900,6.816,675.653,187.682,5.014,595.978,165.549,66,0,0.179,12.756,3.543,0.247,4.188,1.163,51,51,71,0,0,5,0
20:33:38:735,3.05E+14,55.786,11,900,3.063,675.991,187.775,1.483,596.142,165.595,66,0,0.198,12.777,3.549,0.265,4.217,1.171,51,51,71,0,0,16,0
20:33:38:845,3.05E+14,55.896,16,3800,5.776,676.627,187.952,4.014,596.583,165.718,76,0,0.276,12.808,3.558,0.284,4.248,1.18,51,51,71,0,0,6,0.721
20:33:38:954,3.05E+14,56.004,4,900,3.33,676.988,188.052,1.814,596.78,165.772,65,0,0.212,12.831,3.564,0.254,4.276,1.188,51,51,71,0,0,26,0.176
20:33:39:063,3.05E+14,56.113,2,900,2.81,677.294,188.137,1.244,596.916,165.81,65,0,0.17,12.849,3.569,0.301,4.308,1.197,51,51,71,0,0,10,0
20:33:39:173,3.05E+14,56.223,6,900,2.902,677.613,188.226,1.404,597.07,165.853,65,0,0.172,12.868,3.575,0.255,4.336,1.205,51,51,71,0,0,18,0
20:33:39:281,3.05E+14,56.331,5,900,2.868,677.923,188.312,1.319,597.213,165.892,65,0,0.172,12.887,3.58,0.29,4.368,1.213,51,51,71,0,0,10,0
20:33:39:391,3.05E+14,56.441,5,2800,6.249,678.61,188.503,4.689,597.728,166.036,66,0,0.277,12.917,3.588,0.258,4.396,1.221,51,51,71,0,0,127,0
20:33:39:501,3.05E+14,56.551,7,3800,5.814,679.251,188.681,4.28,598.2,166.167,67,0,0.235,12.943,3.595,0.239,4.422,1.228,51,51,71,0,0,1,0
20:33:39:609,3.05E+14,56.659,6,900,2.603,679.532,188.759,0.964,598.304,166.196,65,0,0.17,12.961,3.6,0.242,4.448,1.236,51,51,71,0,0,11,0
20:33:39:718,3.05E+14,56.768,2,2100,3.175,679.876,188.855,1.52,598.469,166.241,65,0,0.215,12.985,3.607,0.296,4.481,1.245,51,51,71,0,0,1,0
20:33:39:841,3.05E+14,56.891,16,3800,5.106,680.506,189.029,3.618,598.915,166.365,75,0,0.232,13.013,3.615,0.251,4.511,1.253,51,51,71,0,0,5,0.587
20:33:39:937,3.05E+14,56.987,6,900,4.474,680.934,189.148,2.872,599.19,166.442,65,0,0.247,13.037,3.621,0.243,4.535,1.26,51,51,71,0,0,22,0.313
20:33:40:047,3.05E+14,57.097,7,900,2.801,681.243,189.234,1.26,599.329,166.48,65,0,0.171,13.056,3.627,0.29,4.567,1.269,51,51,71,0,0,22,0
20:33:40:162,3.05E+14,57.212,6,900,2.774,681.561,189.322,1.245,599.471,166.52,65,0,0.178,13.076,3.632,0.293,4.6,1.278,51,51,71,0,0,22,0
20:33:40:269,3.05E+14,57.319,5,1100,3.093,681.893,189.415,1.529,599.635,166.565,64,0,0.218,13.1,3.639,0.303,4.633,1.287,51,51,71,0,0,7,0.432
20:33:40:378,3.05E+14,57.428,9,900,2.548,682.171,189.492,0.883,599.732,166.592,64,0,0.229,13.125,3.646,0.25,4.66,1.294,51,51,71,0,0,20,0.065
20:33:40:487,3.05E+14,57.537,4,900,2.96,682.494,189.582,1.364,599.88,166.633,64,0,0.205,13.147,3.652,0.295,4.692,1.303,51,51,71,0,0,11,0.176
20:33:40:597,3.05E+14,57.647,7,900,4.011,682.936,189.704,2.488,600.155,166.71,64,0,0.233,13.173,3.659,0.263,4.721,1.311,51,51,71,0,0,22,0.133
20:33:40:706,3.05E+14,57.756,6,900,2.891,683.25,189.792,1.341,600.301,166.75,64,0,0.206,13.195,3.665,0.298,4.754,1.32,51,51,71,0,0,26,0.143
20:33:40:867,3.05E+14,57.917,15,3800,3.834,683.866,189.963,2.255,600.663,166.851,68,0,0.252,13.236,3.677,0.292,4.8,1.333,51,51,71,0,0,8,0.94
20:33:40:927,3.05E+14,57.977,2,2500,4.047,684.109,190.03,2.526,600.814,166.893,64,0,0.23,13.249,3.68,0.251,4.816,1.338,51,51,71,0,0,6,0.599
20:33:41:040,3.05E+14,58.09,21,1700,3.131,684.465,190.129,1.443,600.978,166.938,64,0,0.306,13.284,3.69,0.255,4.844,1.346,51,51,71,0,0,4,0.608
20:33:41:147,3.05E+14,58.197,17,3100,9.406,685.466,190.407,6.871,601.709,167.141,66,0,0.861,13.376,3.715,0.565,4.905,1.362,51,51,71,0,0,107,19.286
20:33:41:227,3.05E+14,58.277,10,1900,5.732,685.928,190.535,3.809,602.016,167.227,65,0,0.519,13.417,3.727,0.388,4.936,1.371,51,51,71,0,0,46,6.857
